วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน_turtle,Norm_Price,stock
3/10/2022,3.878,3.804,3.878,3.655,295910,2.97%,0.366704878,Turtle
3/9/2022,3.766,3.804,3.804,3.67,280890,0.99%,0.35243918,Turtle
3/8/2022,3.729,3.729,3.878,3.535,1340000,-4.78%,0.347726404,Turtle
3/7/2022,3.916,4.438,4.587,3.878,5650000,-7.88%,0.371545026,Turtle
3/4/2022,4.251,4.289,4.848,3.61,29120000,14.00%,0.41421475,Turtle
3/3/2022,3.729,3.729,3.729,3.729,5830000,29.52%,0.347726404,Turtle
3/2/2022,2.879,3.207,3.222,2.745,997940,8.44%,0.239459941,Turtle
3/1/2022,2.655,2.849,2.849,2.655,378500,-6.81%,0.210928544,Turtle
2/28/2022,2.849,2.909,2.909,2.804,16760,0.00%,0.235638772,Turtle
2/25/2022,2.849,3.177,3.177,2.834,16630,-0.52%,0.235638772,Turtle
2/23/2022,2.864,2.834,2.879,2.819,8580,1.06%,0.237549357,Turtle
2/22/2022,2.834,2.968,2.968,2.834,4020,0.53%,0.233728187,Turtle
2/21/2022,2.819,2.909,2.968,2.819,35400,-0.53%,0.231817603,Turtle
2/18/2022,2.834,2.909,2.909,2.834,1610,-1.05%,0.233728187,Turtle
2/17/2022,2.864,2.819,2.864,2.804,3350,1.60%,0.237549357,Turtle
2/15/2022,2.819,2.834,2.864,2.76,31640,-1.57%,0.231817603,Turtle
2/14/2022,2.864,3.192,3.192,2.073,175240,-3.05%,0.237549357,Turtle
2/11/2022,2.954,2.909,2.954,2.909,8450,1.03%,0.249012865,Turtle
2/10/2022,2.924,2.909,2.939,2.894,10320,0.52%,0.245191695,Turtle
2/9/2022,2.909,3.133,3.133,2.879,158350,1.57%,0.243281111,Turtle
2/8/2022,2.864,2.879,2.983,2.864,27620,-3.05%,0.237549357,Turtle
2/7/2022,2.954,2.834,2.954,2.834,18640,4.23%,0.249012865,Turtle
2/4/2022,2.834,2.879,2.879,2.834,1610,-2.07%,0.233728187,Turtle
2/3/2022,2.894,2.939,2.954,2.894,9920,1.05%,0.241370526,Turtle
2/2/2022,2.864,2.775,2.879,2.775,109680,3.77%,0.237549357,Turtle
2/1/2022,2.76,2.685,2.909,2.685,29630,1.10%,0.224302637,Turtle
1/31/2022,2.73,2.789,2.849,2.685,8450,0.00%,0.220481467,Turtle
1/28/2022,2.73,2.73,2.73,2.685,96270,2.25%,0.220481467,Turtle
1/27/2022,2.67,2.67,2.775,2.64,2820,-4.78%,0.212839129,Turtle
1/26/2022,2.804,2.7,2.804,2.61,13540,3.85%,0.229907018,Turtle
1/25/2022,2.7,2.73,2.73,2.61,11930,0.56%,0.216660298,Turtle
1/24/2022,2.685,2.76,2.76,2.685,8180,-2.72%,0.214749713,Turtle
1/21/2022,2.76,2.819,2.834,2.76,1470,0.55%,0.224302637,Turtle
1/20/2022,2.745,2.775,2.849,2.73,23060,-0.54%,0.222392052,Turtle
1/19/2022,2.76,2.804,3.058,2.745,596110,-1.04%,0.224302637,Turtle
1/18/2022,2.789,2.819,2.864,2.775,43840,0.00%,0.227996434,Turtle
1/17/2022,2.789,2.804,2.819,2.789,14210,-0.53%,0.227996434,Turtle
1/14/2022,2.804,2.819,2.834,2.804,46120,-0.53%,0.229907018,Turtle
1/13/2022,2.819,2.804,2.894,2.789,43580,0.53%,0.231817603,Turtle
1/12/2022,2.804,2.804,2.804,2.804,400,1.05%,0.229907018,Turtle
1/11/2022,2.775,2.789,2.924,2.775,7910,0.00%,0.226213221,Turtle
1/10/2022,2.775,2.789,2.968,2.775,17300,0.00%,0.226213221,Turtle
1/7/2022,2.775,2.834,2.968,2.775,12600,0.54%,0.226213221,Turtle
1/6/2022,2.76,2.76,2.849,2.76,5360,-0.54%,0.224302637,Turtle
1/5/2022,2.775,2.879,2.894,2.745,16630,-1.56%,0.226213221,Turtle
1/4/2022,2.819,2.76,2.849,2.745,10060,-1.05%,0.231817603,Turtle
12/29/2021,2.849,2.849,2.849,2.849,130,3.22%,0.235638772,Turtle
12/28/2021,2.76,2.789,2.789,2.76,4420,-0.54%,0.224302637,Turtle
12/27/2021,2.775,2.834,2.864,2.76,3080,-1.03%,0.226213221,Turtle
12/24/2021,2.804,2.864,2.879,2.804,4960,0.00%,0.229907018,Turtle
12/23/2021,2.804,2.819,2.819,2.804,1740,-1.06%,0.229907018,Turtle
12/22/2021,2.834,2.864,2.864,2.834,1340,0.00%,0.233728187,Turtle
12/21/2021,2.834,2.834,2.983,2.834,800,-1.05%,0.233728187,Turtle
12/20/2021,2.864,2.864,2.864,2.864,130,-1.55%,0.237549357,Turtle
12/17/2021,2.909,2.894,2.909,2.864,2010,1.57%,0.243281111,Turtle
12/16/2021,2.864,2.804,3.013,2.804,71460,2.14%,0.237549357,Turtle
12/15/2021,2.804,2.864,2.954,2.76,302880,-2.09%,0.229907018,Turtle
12/13/2021,2.864,2.864,2.864,2.864,7510,0.00%,0.237549357,Turtle
12/9/2021,2.864,2.879,2.879,2.864,3490,-0.52%,0.237549357,Turtle
12/8/2021,2.879,2.879,2.879,2.879,800,0.00%,0.239459941,Turtle
12/7/2021,2.879,2.849,2.879,2.849,2150,1.05%,0.239459941,Turtle
12/3/2021,2.849,2.775,2.849,2.775,1610,-1.55%,0.235638772,Turtle
12/2/2021,2.894,2.894,2.894,2.894,13680,-0.52%,0.241370526,Turtle
12/1/2021,2.909,2.894,2.998,2.894,29630,0.52%,0.243281111,Turtle
11/30/2021,2.894,2.804,2.894,2.804,17700,3.76%,0.241370526,Turtle
11/29/2021,2.789,2.789,2.879,2.775,9790,-2.11%,0.227996434,Turtle
11/26/2021,2.849,2.864,2.864,2.849,1210,0.00%,0.235638772,Turtle
11/25/2021,2.849,2.849,2.849,2.849,130,0.00%,0.235638772,Turtle
11/24/2021,2.849,2.849,2.849,2.849,2820,0.00%,0.235638772,Turtle
11/23/2021,2.849,2.894,2.894,2.849,2950,0.00%,0.235638772,Turtle
11/22/2021,2.849,3.058,3.147,2.849,64760,-1.55%,0.235638772,Turtle
11/19/2021,2.894,2.909,2.909,2.894,12340,-0.52%,0.241370526,Turtle
11/17/2021,2.909,2.909,2.909,2.909,1740,-0.51%,0.243281111,Turtle
11/16/2021,2.924,2.909,2.924,2.909,1470,0.52%,0.245191695,Turtle
11/15/2021,2.909,2.909,2.909,2.909,2150,0.00%,0.243281111,Turtle
11/11/2021,2.909,2.909,2.909,2.909,2010,-0.51%,0.243281111,Turtle
11/10/2021,2.924,2.924,2.924,2.924,670,0.00%,0.245191695,Turtle
11/9/2021,2.924,2.924,2.924,2.924,270,1.04%,0.245191695,Turtle
11/8/2021,2.894,2.924,2.939,2.894,4830,0.00%,0.241370526,Turtle
11/5/2021,2.894,2.789,2.939,2.789,21720,4.29%,0.241370526,Turtle
11/4/2021,2.775,2.834,3.103,2.775,11260,-2.60%,0.226213221,Turtle
11/3/2021,2.849,2.983,2.983,2.849,11400,-2.56%,0.235638772,Turtle
11/2/2021,2.924,2.924,2.954,2.745,57650,0.52%,0.245191695,Turtle
11/1/2021,2.909,2.924,2.954,2.909,17160,0.52%,0.243281111,Turtle
10/29/2021,2.894,2.834,3.222,2.834,796290,0.00%,0.241370526,Turtle
10/28/2021,2.894,2.834,2.909,2.76,3890,-0.52%,0.241370526,Turtle
10/27/2021,2.909,2.983,3.043,2.909,20380,0.00%,0.243281111,Turtle
10/21/2021,2.909,2.909,2.909,2.909,130,-1.02%,0.243281111,Turtle
10/20/2021,2.939,2.939,2.939,2.939,400,-0.51%,0.24710228,Turtle
10/19/2021,2.954,2.954,2.954,2.954,130,2.07%,0.249012865,Turtle
10/18/2021,2.894,2.834,2.894,2.834,11400,0.52%,0.241370526,Turtle
10/15/2021,2.879,2.894,2.894,2.879,2820,-0.52%,0.239459941,Turtle
10/14/2021,2.894,2.909,2.909,2.894,5360,-0.52%,0.241370526,Turtle
10/12/2021,2.909,2.909,2.909,2.909,2680,1.57%,0.243281111,Turtle
10/11/2021,2.864,2.819,2.864,2.819,1610,0.00%,0.237549357,Turtle
10/8/2021,2.864,2.834,2.879,2.819,122140,-0.52%,0.237549357,Turtle
10/7/2021,2.879,2.879,2.924,2.849,83800,1.05%,0.239459941,Turtle
10/5/2021,2.849,2.894,2.909,2.849,26950,-1.55%,0.235638772,Turtle
10/4/2021,2.894,2.954,2.954,2.894,14210,-2.03%,0.241370526,Turtle
10/1/2021,2.954,2.879,2.968,2.879,1470,1.55%,0.249012865,Turtle
9/30/2021,2.909,2.909,2.909,2.909,2820,1.57%,0.243281111,Turtle
9/29/2021,2.864,2.924,2.924,2.864,1070,-2.05%,0.237549357,Turtle
9/28/2021,2.924,3.267,3.267,2.924,12340,0.00%,0.245191695,Turtle
9/27/2021,2.924,2.879,2.924,2.879,3490,1.56%,0.245191695,Turtle
9/23/2021,2.879,2.879,2.939,2.879,2010,-0.52%,0.239459941,Turtle
9/22/2021,2.894,2.879,2.894,2.879,800,0.52%,0.241370526,Turtle
9/21/2021,2.879,2.849,2.894,2.849,6030,-1.03%,0.239459941,Turtle
9/20/2021,2.909,2.849,2.924,2.834,11660,1.04%,0.243281111,Turtle
9/17/2021,2.879,2.879,2.879,2.879,4160,-0.52%,0.239459941,Turtle
9/16/2021,2.894,2.924,2.983,2.894,4690,0.00%,0.241370526,Turtle
9/15/2021,2.894,3.326,3.326,2.879,63420,1.05%,0.241370526,Turtle
9/14/2021,2.864,2.834,2.909,2.834,33650,-1.04%,0.237549357,Turtle
9/13/2021,2.894,2.879,2.894,2.804,21850,0.52%,0.241370526,Turtle
9/10/2021,2.879,2.879,2.879,2.834,64890,0.00%,0.239459941,Turtle
9/9/2021,2.879,2.894,2.894,2.879,5090,-0.52%,0.239459941,Turtle
9/8/2021,2.894,2.864,2.968,2.849,59400,1.05%,0.241370526,Turtle
9/7/2021,2.864,2.983,3.356,2.864,301000,-1.55%,0.237549357,Turtle
9/6/2021,2.909,2.864,2.909,2.834,17030,1.57%,0.243281111,Turtle
9/3/2021,2.864,2.909,2.968,2.864,23330,-0.52%,0.237549357,Turtle
9/2/2021,2.879,2.924,2.998,2.879,29230,-0.52%,0.239459941,Turtle
9/1/2021,2.894,2.849,2.939,2.849,9920,1.58%,0.241370526,Turtle
8/31/2021,2.849,2.968,2.968,2.849,14210,2.15%,0.235638772,Turtle
8/30/2021,2.789,2.909,2.909,2.789,2680,-2.11%,0.227996434,Turtle
8/27/2021,2.849,2.879,2.939,2.834,4960,-1.04%,0.235638772,Turtle
8/26/2021,2.879,2.939,2.939,2.849,8580,1.59%,0.239459941,Turtle
8/25/2021,2.834,2.834,3.013,2.834,61810,-0.53%,0.233728187,Turtle
8/24/2021,2.849,2.998,2.998,2.834,69320,-4.49%,0.235638772,Turtle
8/23/2021,2.983,3.043,3.073,2.983,59530,-2.93%,0.252706662,Turtle
8/20/2021,3.073,3.058,3.073,2.804,2150,2.50%,0.264170169,Turtle
8/19/2021,2.998,3.043,3.043,2.745,1740,6.35%,0.254617246,Turtle
8/18/2021,2.819,2.983,3.058,2.819,90100,-3.09%,0.231817603,Turtle
8/17/2021,2.909,2.819,3.401,2.819,25070,8.34%,0.243281111,Turtle
8/16/2021,2.685,2.551,2.894,2.536,72940,-9.99%,0.214749713,Turtle
8/13/2021,2.983,2.864,2.983,2.849,10460,3.08%,0.252706662,Turtle
8/11/2021,2.894,2.909,2.909,2.849,15960,0.00%,0.241370526,Turtle
8/9/2021,2.894,2.879,2.909,2.849,22260,1.05%,0.241370526,Turtle
8/6/2021,2.864,2.954,2.983,2.864,17830,1.06%,0.237549357,Turtle
8/5/2021,2.834,2.834,2.834,2.834,3220,0.00%,0.233728187,Turtle
8/4/2021,2.834,2.7,2.834,2.7,3350,-2.07%,0.233728187,Turtle
8/3/2021,2.894,2.894,2.894,2.894,4020,1.58%,0.241370526,Turtle
8/2/2021,2.849,2.834,2.849,2.834,19710,-2.06%,0.235638772,Turtle
7/30/2021,2.909,2.924,2.924,2.909,7780,1.57%,0.243281111,Turtle
7/29/2021,2.864,3.013,3.013,2.864,4830,-4.95%,0.237549357,Turtle
7/27/2021,3.013,3.013,3.013,3.013,540,-0.50%,0.256527831,Turtle
7/23/2021,3.028,2.163,3.058,2.163,19310,4.09%,0.258438415,Turtle
7/22/2021,2.909,2.834,2.909,2.834,8720,2.65%,0.243281111,Turtle
7/21/2021,2.834,2.789,2.834,2.789,3620,1.61%,0.233728187,Turtle
7/20/2021,2.789,2.909,2.909,2.789,2680,-4.13%,0.227996434,Turtle
7/19/2021,2.909,2.983,2.983,2.909,3220,-2.48%,0.243281111,Turtle
7/16/2021,2.983,2.983,2.983,2.924,14080,0.00%,0.252706662,Turtle
7/15/2021,2.983,3.028,3.028,2.968,4960,-1.00%,0.252706662,Turtle
7/14/2021,3.013,3.118,3.118,2.924,66230,3.58%,0.256527831,Turtle
7/13/2021,2.909,2.983,2.983,2.864,71200,-2.48%,0.243281111,Turtle
7/12/2021,2.983,2.775,2.983,2.745,135020,8.67%,0.252706662,Turtle
7/9/2021,2.745,2.61,2.998,2.551,410140,18.73%,0.222392052,Turtle
7/8/2021,2.312,2.864,2.864,2.312,52420,-20.93%,0.167239842,Turtle
7/7/2021,2.924,2.864,2.924,2.864,23600,0.00%,0.245191695,Turtle
7/6/2021,2.924,2.909,2.983,2.909,15420,-4.38%,0.245191695,Turtle
7/5/2021,3.058,2.909,3.058,2.909,400,3.03%,0.262259585,Turtle
7/2/2021,2.968,2.983,2.983,2.968,3350,-3.42%,0.250796077,Turtle
7/1/2021,3.073,2.894,3.073,2.894,16220,3.54%,0.264170169,Turtle
6/30/2021,2.968,2.983,2.983,2.954,40360,-0.50%,0.250796077,Turtle
6/29/2021,2.983,3.088,3.371,2.909,547040,0.51%,0.252706662,Turtle
6/28/2021,2.968,2.909,3.028,2.789,76960,-3.42%,0.250796077,Turtle
6/25/2021,3.073,3.282,3.282,3.073,319240,-8.02%,0.264170169,Turtle
6/24/2021,3.341,3.356,3.356,3.341,14610,-0.89%,0.298305948,Turtle
6/23/2021,3.371,3.431,3.431,3.371,8580,-1.32%,0.302127118,Turtle
6/22/2021,3.416,3.491,3.491,3.416,101500,-2.15%,0.307858871,Turtle
6/21/2021,3.491,3.491,3.55,3.401,246030,0.00%,0.317411795,Turtle
6/18/2021,3.491,3.505,3.505,3.491,16090,0.00%,0.317411795,Turtle
6/17/2021,3.491,3.461,3.565,3.431,190930,0.00%,0.317411795,Turtle
6/16/2021,3.491,3.446,3.58,3.371,226050,-0.40%,0.317411795,Turtle
6/15/2021,3.505,3.52,3.52,3.446,82590,0.00%,0.319195007,Turtle
6/14/2021,3.505,3.505,3.565,3.431,60740,0.00%,0.319195007,Turtle
6/11/2021,3.505,3.326,3.58,3.192,441120,4.91%,0.319195007,Turtle
6/10/2021,3.341,3.312,3.476,3.312,313610,-0.45%,0.298305948,Turtle
6/9/2021,3.356,3.192,3.804,3.177,6660000,5.14%,0.300216533,Turtle
6/8/2021,3.192,3.282,3.282,3.118,75620,-4.03%,0.279327474,Turtle
6/7/2021,3.326,3.043,3.326,2.998,55640,8.76%,0.296395364,Turtle
6/4/2021,3.058,3.058,3.058,3.013,103240,0.99%,0.262259585,Turtle
6/2/2021,3.028,2.983,3.028,2.983,2010,0.50%,0.258438415,Turtle
6/1/2021,3.013,2.998,3.058,2.983,911860,0.50%,0.256527831,Turtle
5/31/2021,2.998,2.968,2.998,2.968,193210,4.68%,0.254617246,Turtle
5/28/2021,2.864,2.968,2.968,2.864,4830,-3.50%,0.237549357,Turtle
5/27/2021,2.968,2.849,2.983,2.849,634590,4.18%,0.250796077,Turtle
5/25/2021,2.849,2.834,2.968,2.834,11530,-4.01%,0.235638772,Turtle
5/24/2021,2.968,2.968,2.968,2.789,47330,6.95%,0.250796077,Turtle
5/21/2021,2.775,2.804,2.804,2.775,12200,1.09%,0.226213221,Turtle
5/20/2021,2.745,2.745,2.834,2.745,9250,-0.54%,0.222392052,Turtle
5/19/2021,2.76,2.685,2.76,2.685,26950,2.79%,0.224302637,Turtle
5/18/2021,2.685,2.685,2.685,2.685,6170,0.00%,0.214749713,Turtle
5/17/2021,2.685,2.775,2.775,2.685,7240,0.00%,0.214749713,Turtle
5/14/2021,2.685,2.64,2.685,2.64,6570,1.70%,0.214749713,Turtle
5/13/2021,2.64,2.73,2.775,2.64,50820,-3.83%,0.209017959,Turtle
5/12/2021,2.745,2.73,2.834,2.73,31780,-7.08%,0.222392052,Turtle
5/11/2021,2.954,2.715,2.954,2.715,2820,-0.97%,0.249012865,Turtle
5/10/2021,2.983,2.312,2.983,2.312,11130,0.00%,0.252706662,Turtle
5/7/2021,2.983,3.028,3.028,2.968,296450,-1.49%,0.252706662,Turtle
5/6/2021,3.028,2.983,3.058,2.983,71460,2.02%,0.258438415,Turtle
5/5/2021,2.968,3.088,3.088,2.968,46390,-3.89%,0.250796077,Turtle
4/30/2021,3.088,3.073,3.133,2.998,71600,0.49%,0.266080754,Turtle
4/29/2021,3.073,2.968,3.118,2.954,1480000,3.54%,0.264170169,Turtle
4/28/2021,2.968,2.954,2.983,2.834,1260000,12.42%,0.250796077,Turtle
4/27/2021,2.64,2.968,2.968,2.581,553870,2.29%,0.209017959,Turtle
4/26/2021,2.581,2.596,2.715,2.521,1030000,4.88%,0.201502993,Turtle
4/23/2021,2.461,2.223,2.954,1.969,2130000,7.84%,0.186218316,Turtle
4/22/2021,2.282,2.312,2.312,2.282,2010,3.35%,0.163418673,Turtle
4/21/2021,2.208,2.238,2.252,2.208,188240,-1.95%,0.153993122,Turtle
4/20/2021,2.252,2.252,2.252,2.252,270,0.00%,0.159597504,Turtle
4/19/2021,2.252,2.297,2.297,2.193,2680,3.40%,0.159597504,Turtle
4/16/2021,2.178,2.163,2.238,2.044,4020,-2.68%,0.150171953,Turtle
4/12/2021,2.238,2.178,2.238,2.163,73070,1.36%,0.157814291,Turtle
4/9/2021,2.208,2.238,2.252,2.208,2010,-1.34%,0.153993122,Turtle
4/8/2021,2.238,2.103,2.238,2.103,63550,0.00%,0.157814291,Turtle
4/7/2021,2.238,2.238,2.238,2.223,56850,1.36%,0.157814291,Turtle
4/5/2021,2.208,2.267,2.267,2.208,4160,-2.60%,0.153993122,Turtle
4/2/2021,2.267,2.267,2.267,2.267,9520,1.30%,0.161508088,Turtle
4/1/2021,2.238,2.252,2.252,2.238,8040,-0.62%,0.157814291,Turtle
3/31/2021,2.252,2.252,2.267,2.252,18370,0.00%,0.159597504,Turtle
3/30/2021,2.252,2.327,2.342,2.238,81390,0.00%,0.159597504,Turtle
3/29/2021,2.252,2.282,2.282,2.238,146010,-3.22%,0.159597504,Turtle
3/26/2021,2.327,2.312,2.327,2.312,2010,0.65%,0.169150427,Turtle
3/25/2021,2.312,2.297,2.312,2.297,4290,0.65%,0.167239842,Turtle
3/24/2021,2.297,2.327,2.476,2.238,92650,-1.29%,0.165329257,Turtle
3/23/2021,2.327,2.223,2.327,2.223,32980,-6.02%,0.169150427,Turtle
3/22/2021,2.476,2.521,2.521,2.252,2280,7.79%,0.188128901,Turtle
3/19/2021,2.297,2.312,2.312,2.297,270,-0.65%,0.165329257,Turtle
3/18/2021,2.312,2.312,2.312,2.312,1340,0.00%,0.167239842,Turtle
3/17/2021,2.312,2.312,2.312,2.312,1340,3.31%,0.167239842,Turtle
3/16/2021,2.238,2.312,2.506,2.238,59400,-3.20%,0.157814291,Turtle
3/11/2021,2.312,2.312,2.342,2.312,1070,1.31%,0.167239842,Turtle
3/10/2021,2.282,2.118,2.387,2.118,6840,-5.00%,0.163418673,Turtle
3/9/2021,2.402,2.402,2.506,2.402,2950,0.00%,0.17870335,Turtle
3/8/2021,2.402,2.238,2.461,2.103,25880,3.22%,0.17870335,Turtle
3/4/2021,2.327,2.402,2.402,2.267,1610,1.31%,0.169150427,Turtle
3/3/2021,2.297,2.566,2.566,2.267,5900,-6.66%,0.165329257,Turtle
3/2/2021,2.461,2.238,2.461,2.238,114500,3.75%,0.186218316,Turtle
3/1/2021,2.372,2.282,2.372,2.282,47600,2.60%,0.174882181,Turtle
2/25/2021,2.312,2.238,2.312,2.238,400,3.31%,0.167239842,Turtle
2/24/2021,2.238,2.238,2.238,2.238,670,0.00%,0.157814291,Turtle
2/23/2021,2.238,2.357,2.357,2.238,56580,-5.05%,0.157814291,Turtle
2/22/2021,2.357,2.387,2.521,2.238,54170,-3.04%,0.172971596,Turtle
2/19/2021,2.431,2.431,2.431,2.431,130,0.00%,0.182397147,Turtle
2/18/2021,2.431,2.387,2.461,2.238,4290,0.00%,0.182397147,Turtle
2/17/2021,2.431,2.431,2.431,2.431,130,0.58%,0.182397147,Turtle
2/16/2021,2.417,2.372,2.417,2.372,25880,1.26%,0.180613935,Turtle
2/15/2021,2.387,2.431,2.431,2.387,21720,-1.81%,0.176792765,Turtle
2/11/2021,2.431,2.521,2.521,2.431,7640,-3.57%,0.182397147,Turtle
2/10/2021,2.521,2.446,2.536,2.446,72000,4.95%,0.193860655,Turtle
2/9/2021,2.402,2.387,2.476,2.387,181270,-4.15%,0.17870335,Turtle
2/8/2021,2.506,2.566,2.566,2.506,91440,0.00%,0.19195007,Turtle
2/5/2021,2.506,2.372,2.581,2.372,443800,5.65%,0.19195007,Turtle
2/4/2021,2.372,2.312,2.402,2.282,488710,5.99%,0.174882181,Turtle
2/3/2021,2.238,2.163,2.238,2.163,193210,4.19%,0.157814291,Turtle
2/2/2021,2.148,2.118,2.148,2.103,171750,3.62%,0.146350783,Turtle
2/1/2021,2.073,2.088,2.103,2.073,215860,2.17%,0.13679786,Turtle
1/29/2021,2.029,2.088,2.103,2.029,295780,-1.46%,0.131193479,Turtle
1/28/2021,2.059,2.103,2.103,2.059,196420,0.00%,0.135014648,Turtle
1/27/2021,2.059,2.044,2.118,2.044,360130,3.00%,0.135014648,Turtle
1/26/2021,1.999,2.014,2.029,1.999,805140,7.18%,0.127372309,Turtle
1/25/2021,1.865,1.924,2.059,1.865,278610,-1.53%,0.11030442,Turtle
1/22/2021,1.894,1.865,1.924,1.865,16760,-2.32%,0.113998217,Turtle
1/21/2021,1.939,2.014,2.044,1.939,1250000,-0.77%,0.119729971,Turtle
1/20/2021,1.954,1.939,2.073,1.894,807420,2.36%,0.121640555,Turtle
1/19/2021,1.909,1.79,1.924,1.79,706860,2.36%,0.115908801,Turtle
1/18/2021,1.865,1.79,1.865,1.79,621720,2.47%,0.11030442,Turtle
1/15/2021,1.82,1.79,1.85,1.79,1120000,-1.62%,0.104572666,Turtle
1/14/2021,1.85,1.82,1.88,1.82,372070,0.00%,0.108393835,Turtle
1/13/2021,1.85,1.775,1.865,1.76,2310000,5.11%,0.108393835,Turtle
1/12/2021,1.76,1.715,1.79,1.715,756200,1.73%,0.096930327,Turtle
1/11/2021,1.73,1.701,1.73,1.701,69990,2.61%,0.093109158,Turtle
1/8/2021,1.686,1.671,1.701,1.671,121340,0.90%,0.087504776,Turtle
1/7/2021,1.671,1.656,1.671,1.641,23730,1.83%,0.085594192,Turtle
1/6/2021,1.641,1.656,1.686,1.641,56710,-0.91%,0.081773023,Turtle
1/5/2021,1.656,1.656,1.671,1.656,54970,0.00%,0.083683607,Turtle
1/4/2021,1.656,1.686,1.686,1.656,60200,0.00%,0.083683607,Turtle
12/30/2020,1.656,1.641,1.656,1.626,573580,0.91%,0.083683607,Turtle
12/29/2020,1.641,1.432,1.79,1.432,410550,-1.80%,0.081773023,Turtle
12/28/2020,1.671,1.715,1.715,1.671,225120,0.00%,0.085594192,Turtle
12/25/2020,1.671,1.671,1.775,1.656,622520,0.00%,0.085594192,Turtle
12/24/2020,1.671,1.641,1.76,1.551,999680,5.69%,0.085594192,Turtle
12/23/2020,1.581,1.231,1.581,1.223,1250000,29.27%,0.074130684,Turtle
12/22/2020,1.223,1.216,1.275,1.201,41430,0.58%,0.028531397,Turtle
12/21/2020,1.216,1.208,1.246,1.178,225650,-1.22%,0.027639791,Turtle
12/18/2020,1.231,1.201,1.275,1.193,1740000,2.50%,0.029550376,Turtle
12/17/2020,1.201,1.201,1.223,1.193,1900000,0.00%,0.025729206,Turtle
12/16/2020,1.201,1.275,1.283,1.171,69050,-2.44%,0.025729206,Turtle
12/15/2020,1.231,1.193,1.231,1.171,21850,3.19%,0.029550376,Turtle
12/14/2020,1.193,1.111,1.231,1.111,95600,4.56%,0.024710228,Turtle
12/9/2020,1.141,1.178,1.253,1.141,12200,-1.30%,0.018086868,Turtle
12/8/2020,1.156,1.149,1.193,1.149,95330,0.00%,0.019997453,Turtle
12/4/2020,1.156,1.134,1.156,1.126,6300,0.00%,0.019997453,Turtle
12/3/2020,1.156,1.156,1.156,1.156,540,0.61%,0.019997453,Turtle
12/2/2020,1.149,1.283,1.283,1.119,101500,0.00%,0.019105846,Turtle
12/1/2020,1.149,1.171,1.171,1.149,16760,0.00%,0.019105846,Turtle
11/30/2020,1.149,1.156,1.164,1.149,2820,-3.69%,0.019105846,Turtle
11/27/2020,1.193,1.044,1.193,1.044,20650,1.88%,0.024710228,Turtle
11/26/2020,1.171,1.171,1.171,1.171,130,1.30%,0.021908037,Turtle
11/25/2020,1.156,1.186,1.193,1.156,11660,-3.10%,0.019997453,Turtle
11/24/2020,1.193,1.193,1.193,1.193,1470,0.59%,0.024710228,Turtle
11/23/2020,1.186,1.186,1.186,1.186,2950,1.89%,0.023818622,Turtle
11/20/2020,1.164,1.186,1.186,1.164,15550,3.37%,0.021016431,Turtle
11/19/2020,1.126,1.149,1.149,1.126,270,-5.06%,0.016176283,Turtle
11/18/2020,1.186,1.186,1.186,1.186,130,-0.59%,0.023818622,Turtle
11/17/2020,1.193,1.193,1.193,1.193,670,-0.67%,0.024710228,Turtle
11/16/2020,1.201,1.201,1.201,1.201,400,-0.58%,0.025729206,Turtle
11/13/2020,1.208,1.201,1.208,1.201,67170,0.00%,0.026620813,Turtle
11/12/2020,1.208,1.193,1.208,1.186,9520,1.26%,0.026620813,Turtle
11/11/2020,1.193,1.193,1.193,1.178,39150,-1.24%,0.024710228,Turtle
11/10/2020,1.208,1.201,1.208,1.186,28560,0.58%,0.026620813,Turtle
11/9/2020,1.201,1.208,1.208,1.201,2150,0.67%,0.025729206,Turtle
11/6/2020,1.193,1.193,1.193,1.193,1340,0.00%,0.024710228,Turtle
11/5/2020,1.193,1.193,1.193,1.193,11400,0.00%,0.024710228,Turtle
11/4/2020,1.193,1.201,1.201,1.193,6030,-0.67%,0.024710228,Turtle
11/3/2020,1.201,1.208,1.208,1.201,2280,-0.58%,0.025729206,Turtle
11/2/2020,1.208,1.246,1.246,1.208,16090,-3.59%,0.026620813,Turtle
10/30/2020,1.253,1.231,1.253,1.178,13940,0.00%,0.032352567,Turtle
10/29/2020,1.253,1.492,1.492,1.201,3220,1.79%,0.032352567,Turtle
10/28/2020,1.231,0.895,1.231,0.895,3620,1.23%,0.029550376,Turtle
10/27/2020,1.216,1.223,1.223,1.216,6700,-1.22%,0.027639791,Turtle
10/26/2020,1.231,1.268,1.268,1.223,6700,-5.67%,0.029550376,Turtle
10/22/2020,1.305,1.201,1.305,1.201,5360,7.32%,0.038975927,Turtle
10/21/2020,1.216,1.216,1.223,1.216,2410,-1.22%,0.027639791,Turtle
10/20/2020,1.231,1.223,1.231,1.223,5360,0.65%,0.029550376,Turtle
10/19/2020,1.223,1.223,1.223,1.223,1740,-2.94%,0.028531397,Turtle
10/16/2020,1.26,1.231,1.26,1.223,2820,2.36%,0.033244173,Turtle
10/15/2020,1.231,1.231,1.253,1.223,7370,-8.34%,0.029550376,Turtle
10/8/2020,1.343,1.253,1.343,1.253,2680,7.18%,0.043816074,Turtle
10/7/2020,1.253,1.246,1.26,1.223,8980,0.56%,0.032352567,Turtle
